Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2024-07-14,UK,Footwear,Ankle Boots,Online Store,3,433.44,175.06
2024-07-16,Australia,Menswear,Bomber Jacket,Online Store,4,856.8,427.84
2024-07-16,Canada,Womenswear,Denim Jacket,Online Store,3,205.35,108.35
2024-07-17,USA,Footwear,Ankle Boots,Online Store,4,521.88,204.38
2024-07-17,USA,Menswear,Oxford Shirt,Online Store,2,357.46,133.54
2024-07-17,Canada,Footwear,Leather Sneakers,Online Store,3,153.36,81.27
2024-07-18,UK,Womenswear,Wide-Leg Trousers,Online Store,1,191.3,104.63
2024-07-18,Australia,Menswear,Bomber Jacket,Online Store,2,237.1,111.81
2024-07-18,UK,Menswear,Bomber Jacket,Online Store,3,337.29,180.85
2024-07-19,Australia,Womenswear,Floral Dress,Online Store,1,213.65,108.33
2024-07-20,USA,Accessories,Tote Bag,Online Store,4,555.72,288.19
2024-07-20,Australia,Womenswear,Denim Jacket,Online Store,4,141.16,65.45
2024-07-20,UK,Accessories,Sunglasses,Online Store,4,364.6,179.36
2024-07-20,USA,Accessories,Leather Belt,Online Store,4,649.92,275.16
2024-07-21,Australia,Womenswear,Floral Dress,Online Store,3,352.02,152.68
2024-07-22,Canada,Womenswear,Floral Dress,Online Store,3,417.81,213.79
2024-07-22,Australia,Womenswear,Floral Dress,Online Store,2,219.34,119.28
2024-07-22,Australia,Menswear,Bomber Jacket,Online Store,2,394.58,147.0
2024-07-23,Germany,Accessories,Leather Belt,Online Store,4,264.68,106.83
2024-07-24,UK,Womenswear,Wide-Leg Trousers,Online Store,4,351.96,125.28
2024-07-24,Canada,Footwear,Sandals,Online Store,1,184.8,93.24
2024-07-24,Germany,Footwear,Sandals,Online Store,4,471.16,247.23
2024-07-24,UK,Menswear,Bomber Jacket,Online Store,4,82.16,40.46
2024-07-25,Australia,Accessories,Leather Belt,Online Store,1,162.21,88.41
2024-07-26,Germany,Accessories,Sunglasses,Online Store,2,164.86,73.51
2024-07-26,Germany,Menswear,Oxford Shirt,Online Store,3,599.61,238.28
2024-07-27,USA,Menswear,Bomber Jacket,Online Store,1,149.55,71.58
2024-07-27,Australia,Accessories,Tote Bag,Online Store,2,91.54,37.81
2024-07-28,Canada,Footwear,Sandals,Online Store,2,186.8,88.2
2024-07-28,UK,Menswear,Bomber Jacket,Online Store,3,620.97,292.38
2024-07-29,Germany,Footwear,Leather Sneakers,Online Store,2,33.32,15.5
2024-07-29,Canada,Footwear,Sandals,Online Store,2,353.88,175.27
2024-07-31,Canada,Menswear,Chino Pants,Online Store,2,431.94,177.37
2024-08-01,Canada,Womenswear,Denim Jacket,Online Store,4,339.52,125.48
2024-08-02,Australia,Menswear,Chino Pants,Online Store,3,411.93,172.97
2024-08-02,USA,Menswear,Bomber Jacket,Online Store,3,428.19,196.52
2024-08-02,USA,Accessories,Leather Belt,Online Store,2,331.6,136.53
2024-08-02,Germany,Footwear,Leather Sneakers,Online Store,4,669.84,360.39
2024-08-02,Australia,Footwear,Sandals,Online Store,3,273.87,97.65
2024-08-03,Canada,Footwear,Leather Sneakers,Online Store,1,174.36,82.21
2024-08-05,UK,Accessories,Leather Belt,Online Store,1,29.33,13.76
2024-08-05,Australia,Womenswear,Floral Dress,Online Store,3,513.93,278.05
2024-08-06,UK,Menswear,Bomber Jacket,Online Store,2,45.22,23.79
2024-08-06,Australia,Accessories,Sunglasses,Online Store,3,182.67,77.83
2024-08-06,Australia,Footwear,Sandals,Online Store,4,369.84,164.39
2024-08-07,Canada,Menswear,Bomber Jacket,Online Store,3,274.41,110.31
2024-08-08,Canada,Footwear,Leather Sneakers,Online Store,4,662.52,328.5
2024-08-10,UK,Accessories,Leather Belt,Online Store,1,67.81,26.67
2024-08-10,Canada,Womenswear,Denim Jacket,Online Store,2,418.94,167.42
2024-08-10,Germany,Footwear,Ankle Boots,Online Store,4,536.96,218.77
2024-08-11,USA,Womenswear,Floral Dress,Online Store,3,360.36,128.87
2024-08-11,Australia,Accessories,Sunglasses,Online Store,4,149.36,74.92
2024-08-12,Canada,Womenswear,Floral Dress,Online Store,3,185.88,85.03
2024-08-13,Australia,Menswear,Bomber Jacket,Online Store,1,60.72,26.86
2024-08-13,Canada,Accessories,Tote Bag,Online Store,4,368.76,196.17
2024-08-14,Canada,Footwear,Ankle Boots,Online Store,2,311.3,129.02
2024-08-15,UK,Accessories,Sunglasses,Online Store,3,255.87,108.1
2024-08-15,Germany,Menswear,Bomber Jacket,Online Store,1,31.22,11.57
2024-08-17,Canada,Womenswear,Wide-Leg Trousers,Online Store,1,81.07,30.41
2024-08-17,Canada,Accessories,Sunglasses,Online Store,4,206.08,72.2
2024-08-18,Germany,Footwear,Ankle Boots,Online Store,3,317.64,150.29
2024-08-19,UK,Footwear,Leather Sneakers,Online Store,1,98.08,34.48
2024-08-19,USA,Accessories,Leather Belt,Online Store,4,74.12,34.83
2024-08-21,UK,Menswear,Bomber Jacket,Online Store,2,360.6,137.31
2024-08-21,USA,Footwear,Sandals,Online Store,3,631.38,259.72
2024-08-22,Germany,Footwear,Sandals,Online Store,1,133.65,69.67
2024-08-22,UK,Footwear,Sandals,Online Store,3,140.31,70.58
2024-08-22,Australia,Accessories,Sunglasses,Online Store,4,276.28,114.46
2024-08-24,Canada,Menswear,Chino Pants,Online Store,1,128.2,53.35
2024-08-24,UK,Footwear,Ankle Boots,Online Store,2,34.08,15.95
2024-08-24,USA,Womenswear,Wide-Leg Trousers,Online Store,3,638.49,345.2
2024-08-24,Canada,Womenswear,Floral Dress,Online Store,3,349.86,137.05
2024-08-25,Germany,Menswear,Chino Pants,Online Store,1,97.82,36.08
2024-08-26,Australia,Footwear,Leather Sneakers,Online Store,2,349.8,171.32
2024-08-26,UK,Accessories,Tote Bag,Online Store,3,353.55,175.02
2024-08-28,Canada,Accessories,Leather Belt,Online Store,2,410.66,216.45
2024-08-28,UK,Footwear,Sandals,Online Store,1,79.87,41.96
2024-08-29,USA,Footwear,Sandals,Online Store,4,369.28,188.85
2024-08-31,Australia,Menswear,Chino Pants,Online Store,1,201.04,81.37
2024-09-01,Canada,Menswear,Oxford Shirt,Online Store,2,44.06,18.33
2024-09-01,Australia,Womenswear,Wide-Leg Trousers,Online Store,2,183.28,73.87
2024-09-02,UK,Accessories,Leather Belt,Online Store,2,41.88,22.53
2024-09-02,Australia,Womenswear,Floral Dress,Online Store,4,472.52,245.22
2024-09-02,Australia,Footwear,Sandals,Online Store,4,248.4,114.95
2024-09-03,Germany,Footwear,Leather Sneakers,Online Store,1,46.81,17.93
2024-09-03,Germany,Menswear,Bomber Jacket,Online Store,4,773.36,416.38
2024-09-04,USA,Footwear,Sandals,Online Store,4,552.52,235.29
2024-09-04,Canada,Accessories,Tote Bag,Online Store,1,17.08,8.47
2024-09-05,USA,Accessories,Tote Bag,Online Store,2,73.52,32.13
2024-09-05,Germany,Womenswear,Floral Dress,Online Store,2,438.7,178.08
2024-09-07,UK,Womenswear,Floral Dress,Online Store,1,70.5,37.35
2024-09-08,Canada,Menswear,Bomber Jacket,Online Store,3,402.9,210.02
2024-09-08,Canada,Footwear,Ankle Boots,Online Store,2,96.78,42.94
2024-09-09,USA,Accessories,Tote Bag,Online Store,3,318.57,141.34
2024-09-10,UK,Footwear,Sandals,Online Store,2,96.3,37.65
2024-09-10,Australia,Footwear,Leather Sneakers,Online Store,4,816.76,432.38
2024-09-13,USA,Menswear,Oxford Shirt,Online Store,3,412.89,190.56
2024-09-14,Germany,Accessories,Sunglasses,Online Store,1,117.17,60.88
2024-09-16,USA,Accessories,Sunglasses,Online Store,2,120.1,63.4
2024-09-16,USA,Menswear,Bomber Jacket,Online Store,4,876.96,471.21
2024-09-17,Canada,Womenswear,Denim Jacket,Online Store,1,113.82,58.41
2024-09-17,USA,Womenswear,Floral Dress,Online Store,3,163.98,76.82
2024-09-18,USA,Womenswear,Wide-Leg Trousers,Online Store,3,463.89,199.01
2024-09-18,Germany,Footwear,Sandals,Online Store,4,822.08,445.26
2024-09-20,Canada,Womenswear,Floral Dress,Online Store,4,446.72,205.71
2024-09-20,UK,Footwear,Leather Sneakers,Online Store,3,462.15,245.54
2024-09-20,Canada,Accessories,Tote Bag,Online Store,4,204.76,108.67
2024-09-20,UK,Menswear,Chino Pants,Online Store,3,418.8,209.65
2024-09-21,USA,Footwear,Leather Sneakers,Online Store,1,31.92,11.62
2024-09-21,USA,Womenswear,Denim Jacket,Online Store,2,233.22,82.25
2024-09-22,Australia,Footwear,Leather Sneakers,Online Store,2,70.14,27.67
2024-09-22,Australia,Womenswear,Denim Jacket,Online Store,3,631.8,282.86
2024-09-22,Canada,Womenswear,Wide-Leg Trousers,Online Store,3,62.07,33.76
2024-09-23,Australia,Accessories,Tote Bag,Online Store,1,137.52,73.93
2024-09-24,UK,Womenswear,Wide-Leg Trousers,Online Store,4,687.12,375.47
2024-09-24,Canada,Footwear,Sandals,Online Store,3,455.58,223.54
2024-09-24,USA,Accessories,Leather Belt,Online Store,2,334.3,167.08
2024-09-24,Canada,Footwear,Sandals,Online Store,2,221.02,111.21
2024-09-26,USA,Womenswear,Denim Jacket,Online Store,2,433.5,160.25
2024-09-28,Germany,Womenswear,Wide-Leg Trousers,Online Store,1,77.62,31.42
2024-09-28,USA,Womenswear,Floral Dress,Online Store,1,178.22,79.69
2024-09-28,USA,Womenswear,Floral Dress,Online Store,2,224.58,109.73
2024-09-29,Canada,Menswear,Oxford Shirt,Online Store,2,233.38,95.71
2024-09-30,Germany,Menswear,Oxford Shirt,Online Store,3,243.36,110.54
2024-10-01,Australia,Footwear,Ankle Boots,Online Store,2,304.36,165.38
2024-10-02,UK,Womenswear,Denim Jacket,Online Store,4,551.4,281.55
2024-10-02,Germany,Footwear,Leather Sneakers,Online Store,1,34.32,16.31
2024-10-02,Canada,Womenswear,Floral Dress,Online Store,3,655.02,267.63
2024-10-03,UK,Footwear,Sandals,Online Store,3,55.53,26.67
2024-10-03,Germany,Footwear,Ankle Boots,Online Store,3,529.98,198.3
2024-10-03,Australia,Menswear,Oxford Shirt,Online Store,3,224.67,88.15
2024-10-03,Canada,Footwear,Ankle Boots,Online Store,4,263.16,117.38
2024-10-04,Germany,Menswear,Oxford Shirt,Online Store,2,234.18,120.53
2024-10-04,Australia,Accessories,Leather Belt,Online Store,2,103.28,56.1
2024-10-05,Australia,Accessories,Sunglasses,Online Store,2,255.4,90.7
2024-10-05,Australia,Accessories,Leather Belt,Online Store,3,184.2,86.56
2024-10-06,USA,Accessories,Tote Bag,Online Store,1,208.95,101.29
2024-10-07,USA,Footwear,Ankle Boots,Online Store,3,95.7,48.81
2024-10-07,Germany,Womenswear,Floral Dress,Online Store,2,116.22,62.19
2024-10-07,USA,Footwear,Sandals,Online Store,2,340.84,135.15
2024-10-07,Canada,Accessories,Leather Belt,Online Store,4,288.2,143.36
2024-10-08,Canada,Footwear,Sandals,Online Store,4,662.88,315.69
2024-10-08,Canada,Accessories,Tote Bag,Online Store,4,762.56,415.96
2024-10-08,Germany,Accessories,Leather Belt,Online Store,2,351.0,123.14
2024-10-09,UK,Footwear,Sandals,Online Store,2,187.4,68.12
2024-10-09,UK,Womenswear,Wide-Leg Trousers,Online Store,1,102.69,45.42
2024-10-09,UK,Menswear,Chino Pants,Online Store,2,276.16,104.06
2024-10-10,UK,Accessories,Leather Belt,Online Store,4,283.72,154.93
2024-10-10,Germany,Womenswear,Denim Jacket,Online Store,3,369.42,144.06
2024-10-10,Germany,Accessories,Sunglasses,Online Store,1,134.38,65.37
2024-10-11,Germany,Accessories,Sunglasses,Online Store,3,503.04,220.73
2024-10-11,UK,Womenswear,Denim Jacket,Online Store,3,629.7,342.09
2024-10-11,USA,Menswear,Bomber Jacket,Online Store,2,252.1,132.58
2024-10-12,Australia,Footwear,Ankle Boots,Online Store,3,68.37,25.56
2024-10-12,Germany,Accessories,Sunglasses,Online Store,2,70.94,35.19
2024-10-14,Germany,Accessories,Leather Belt,Online Store,4,406.08,160.4
2024-10-14,Germany,Accessories,Leather Belt,Online Store,1,166.52,86.15
2024-10-15,UK,Menswear,Chino Pants,Online Store,3,325.47,153.39
2024-10-16,Germany,Accessories,Leather Belt,Online Store,3,454.02,244.63
2024-10-16,Australia,Footwear,Leather Sneakers,Online Store,4,367.6,198.94
2024-10-17,Australia,Footwear,Leather Sneakers,Online Store,2,330.52,153.66
2024-10-18,Canada,Menswear,Chino Pants,Online Store,4,275.76,147.76
2024-10-18,Germany,Menswear,Chino Pants,Online Store,2,413.48,176.94
2024-10-18,Canada,Footwear,Ankle Boots,Online Store,3,366.54,167.47
2024-10-21,Canada,Womenswear,Wide-Leg Trousers,Online Store,2,277.24,133.31
2024-10-21,Australia,Footwear,Sandals,Online Store,4,750.16,321.43
2024-10-21,Germany,Menswear,Oxford Shirt,Online Store,1,50.52,18.68
2024-10-22,Canada,Accessories,Sunglasses,Online Store,2,151.66,66.16
2024-10-23,Germany,Accessories,Tote Bag,Online Store,4,198.72,100.74
2024-10-23,Australia,Womenswear,Denim Jacket,Online Store,2,44.42,18.26
2024-10-23,USA,Menswear,Chino Pants,Online Store,1,142.01,53.36
2024-10-24,UK,Womenswear,Wide-Leg Trousers,Online Store,2,358.1,190.56
2024-10-24,USA,Womenswear,Wide-Leg Trousers,Online Store,2,307.32,167.33
2024-10-25,USA,Footwear,Leather Sneakers,Online Store,2,310.28,121.2
2024-10-25,Canada,Accessories,Tote Bag,Online Store,1,47.6,22.05
2024-10-26,USA,Womenswear,Wide-Leg Trousers,Online Store,1,109.26,57.77
2024-10-28,UK,Footwear,Ankle Boots,Online Store,3,499.62,183.71
2024-10-29,Germany,Womenswear,Floral Dress,Online Store,3,403.17,169.74
2024-10-29,UK,Womenswear,Floral Dress,Online Store,4,443.08,238.66
2024-10-31,Australia,Accessories,Leather Belt,Online Store,4,803.4,425.75
2024-11-01,UK,Accessories,Sunglasses,Online Store,4,288.08,152.02
2024-11-01,Canada,Menswear,Chino Pants,Online Store,3,637.8,325.36
2024-11-02,UK,Accessories,Tote Bag,Online Store,2,251.68,94.68
2024-11-02,Australia,Womenswear,Wide-Leg Trousers,Online Store,2,404.92,155.54
2024-11-02,UK,Womenswear,Wide-Leg Trousers,Online Store,4,122.68,47.39
2024-11-03,USA,Footwear,Sandals,Online Store,3,181.59,70.54
2024-11-03,Germany,Footwear,Sandals,Online Store,1,49.2,20.43
2024-11-04,Germany,Womenswear,Denim Jacket,Online Store,4,871.28,471.52
2024-11-05,Germany,Accessories,Sunglasses,Online Store,3,249.75,102.7
2024-11-06,Germany,Footwear,Sandals,Online Store,2,299.2,143.96
2024-11-06,UK,Womenswear,Wide-Leg Trousers,Online Store,2,262.36,99.6
2024-11-07,Germany,Womenswear,Denim Jacket,Online Store,2,106.98,39.27
2024-11-07,Canada,Womenswear,Floral Dress,Online Store,1,94.64,34.34
2024-11-07,Germany,Footwear,Sandals,Online Store,1,45.11,21.96
2024-11-07,Australia,Accessories,Tote Bag,Online Store,1,182.73,99.9
2024-11-08,UK,Womenswear,Floral Dress,Online Store,2,45.46,21.85
2024-11-08,Australia,Womenswear,Denim Jacket,Online Store,3,360.15,169.87
2024-11-08,Australia,Menswear,Chino Pants,Online Store,2,417.74,180.43
2024-11-09,USA,Menswear,Chino Pants,Online Store,3,331.74,162.64
2024-11-09,Germany,Menswear,Bomber Jacket,Online Store,1,177.95,80.58
2024-11-09,UK,Womenswear,Floral Dress,Online Store,3,66.78,31.05
2024-11-09,Canada,Womenswear,Wide-Leg Trousers,Online Store,1,73.97,29.21
2024-11-09,USA,Menswear,Bomber Jacket,Online Store,1,204.03,89.37
2024-11-10,UK,Menswear,Chino Pants,Online Store,2,430.52,232.44
2024-11-10,Germany,Footwear,Ankle Boots,Online Store,4,603.48,231.34
2024-11-11,Germany,Footwear,Sandals,Online Store,2,151.24,67.15
2024-11-11,Canada,Footwear,Sandals,Online Store,2,216.84,118.91
2024-11-11,Canada,Footwear,Leather Sneakers,Online Store,1,38.48,14.31
2024-11-12,UK,Menswear,Chino Pants,Online Store,2,31.84,16.78
2024-11-13,UK,Accessories,Leather Belt,Online Store,3,393.6,206.45
2024-11-15,USA,Accessories,Tote Bag,Online Store,4,577.32,283.81
2024-11-16,UK,Footwear,Sandals,Online Store,3,410.85,197.52
2024-11-16,Canada,Footwear,Leather Sneakers,Online Store,2,331.98,154.06
2024-11-17,Canada,Accessories,Leather Belt,Online Store,1,34.49,13.9
2024-11-17,Germany,Accessories,Leather Belt,Online Store,3,558.0,240.33
2024-11-17,UK,Footwear,Leather Sneakers,Online Store,1,145.98,72.06
2024-11-24,UK,Menswear,Chino Pants,Online Store,2,422.48,218.06
2024-11-25,Australia,Womenswear,Floral Dress,Online Store,3,508.65,218.49
2024-11-25,Canada,Menswear,Bomber Jacket,Online Store,3,438.66,235.44
2024-11-25,Germany,Accessories,Tote Bag,Online Store,1,117.04,58.14
2024-11-26,Australia,Accessories,Leather Belt,Online Store,1,51.81,18.73
2024-11-26,USA,Accessories,Tote Bag,Online Store,2,367.0,182.98
2024-11-27,UK,Womenswear,Wide-Leg Trousers,Online Store,2,259.58,139.8
2024-11-27,Australia,Accessories,Leather Belt,Online Store,4,467.56,182.55
2024-11-28,USA,Womenswear,Floral Dress,Online Store,2,192.04,77.1
2024-11-28,UK,Accessories,Sunglasses,Online Store,3,154.14,81.35
2024-11-28,Germany,Womenswear,Floral Dress,Online Store,2,251.88,101.06
2024-11-29,Canada,Footwear,Leather Sneakers,Online Store,1,172.66,93.34
2024-11-29,Australia,Footwear,Ankle Boots,Online Store,2,327.62,163.95
2024-11-29,Australia,Womenswear,Wide-Leg Trousers,Online Store,4,838.92,380.92
2024-11-30,USA,Accessories,Tote Bag,Online Store,4,243.48,91.1
2024-11-30,Canada,Footwear,Sandals,Online Store,2,294.3,110.65
2024-12-02,USA,Accessories,Leather Belt,Online Store,4,839.28,344.14
2024-12-02,UK,Womenswear,Floral Dress,Online Store,1,163.05,65.28
2024-12-03,Germany,Footwear,Sandals,Online Store,2,398.0,170.51
2024-12-04,Germany,Womenswear,Floral Dress,Online Store,4,582.64,226.96
2024-12-04,Germany,Menswear,Oxford Shirt,Online Store,3,637.98,324.68
2024-12-05,UK,Menswear,Chino Pants,Online Store,1,201.96,85.77
2024-12-06,USA,Menswear,Bomber Jacket,Online Store,3,210.27,111.83
2024-12-07,Germany,Menswear,Oxford Shirt,Online Store,4,269.04,127.61
2024-12-07,Australia,Accessories,Leather Belt,Online Store,4,304.48,147.88
2024-12-07,Canada,Menswear,Chino Pants,Online Store,3,531.0,253.93
2024-12-10,USA,Accessories,Sunglasses,Online Store,4,829.04,419.77
2024-12-10,Australia,Accessories,Sunglasses,Online Store,2,291.74,142.4
2024-12-11,USA,Womenswear,Denim Jacket,Online Store,2,57.48,31.1
2024-12-11,Australia,Footwear,Ankle Boots,Online Store,1,136.1,52.57
2024-12-12,UK,Menswear,Oxford Shirt,Online Store,2,232.32,127.12
2024-12-13,Germany,Menswear,Chino Pants,Online Store,4,412.96,172.19
2024-12-14,USA,Menswear,Oxford Shirt,Online Store,2,140.4,53.2
2024-12-14,UK,Accessories,Leather Belt,Online Store,3,187.44,83.44
2024-12-14,Australia,Womenswear,Floral Dress,Online Store,3,266.52,144.54
2024-12-15,Australia,Footwear,Ankle Boots,Online Store,4,570.12,294.94
2024-12-15,Canada,Accessories,Leather Belt,Online Store,1,141.46,76.72
2024-12-17,Canada,Accessories,Tote Bag,Online Store,3,387.63,187.49
2024-12-18,Canada,Accessories,Sunglasses,Online Store,3,144.96,60.44
2024-12-19,Australia,Accessories,Tote Bag,Online Store,1,84.73,31.83
2024-12-19,USA,Womenswear,Wide-Leg Trousers,Online Store,2,140.86,73.93
2024-12-19,Canada,Accessories,Leather Belt,Online Store,3,57.18,23.1
2024-12-20,Canada,Accessories,Sunglasses,Online Store,2,194.18,95.66
2024-12-21,Australia,Womenswear,Floral Dress,Online Store,2,31.26,14.67
2024-12-21,Canada,Footwear,Sandals,Online Store,4,876.0,400.09
2024-12-23,Canada,Menswear,Bomber Jacket,Online Store,2,147.32,75.12
2024-12-23,Australia,Footwear,Sandals,Online Store,2,416.94,195.76
2024-12-25,UK,Footwear,Sandals,Online Store,4,157.44,66.91
2024-12-26,USA,Womenswear,Floral Dress,Online Store,1,58.44,21.2
2024-12-26,Australia,Womenswear,Denim Jacket,Online Store,4,380.24,140.49
2024-12-26,Germany,Womenswear,Denim Jacket,Online Store,3,595.86,282.66
2024-12-27,USA,Womenswear,Floral Dress,Online Store,3,224.49,104.52
2024-12-28,Australia,Accessories,Sunglasses,Online Store,1,88.73,44.27
2024-12-28,UK,Accessories,Sunglasses,Online Store,3,184.56,67.25
2024-12-28,USA,Menswear,Oxford Shirt,Online Store,1,69.91,32.61
2024-12-29,Australia,Footwear,Ankle Boots,Online Store,1,78.54,27.72
2024-12-29,USA,Womenswear,Denim Jacket,Online Store,1,215.99,88.67
2024-12-29,UK,Accessories,Leather Belt,Online Store,3,426.93,232.42
2024-12-29,Germany,Menswear,Oxford Shirt,Online Store,4,350.2,132.96
2024-12-30,Germany,Footwear,Leather Sneakers,Online Store,1,68.63,36.91
2024-12-30,Australia,Accessories,Leather Belt,Online Store,1,209.08,109.24
2024-12-30,Australia,Footwear,Leather Sneakers,Online Store,2,299.96,128.71
2024-12-30,UK,Menswear,Oxford Shirt,Online Store,1,47.41,19.25
2024-12-30,Australia,Womenswear,Floral Dress,Online Store,2,290.76,145.57
2024-12-30,UK,Footwear,Ankle Boots,Online Store,2,217.8,91.89
2024-12-30,Germany,Footwear,Ankle Boots,Online Store,1,196.43,79.66
2024-12-31,USA,Menswear,Oxford Shirt,Online Store,2,163.64,69.02
2024-12-31,Canada,Womenswear,Floral Dress,Online Store,2,206.6,89.95
2024-12-31,UK,Womenswear,Denim Jacket,Online Store,4,808.48,373.5
2024-12-31,Australia,Footwear,Ankle Boots,Online Store,3,568.23,295.97
2025-01-01,Canada,Womenswear,Wide-Leg Trousers,Online Store,4,352.96,161.95
2025-01-01,Germany,Menswear,Bomber Jacket,Online Store,3,433.44,154.63
